"methodId","CG_T3","CG_T2","CG_T1","tokenCsvId","filePath","startLine","endLine","oriStartToken","oriEndToken","startToken","endToken","signature","body"
"1095","149","534","533","0","/Users/macbook/Desktop/design/open/wiremock/src/test/java/com/github/tomakehurst/wiremock/stubbing/AdminRequestHandlerTest.java","70","78","-2147383783","-2147383721","0","0","void shouldSaveMappingsWhenSaveCalled()","void shouldSaveMappingsWhenSaveCalled(){
    Request request = aRequest().withUrl(""/mappings/save"").withMethod(POST).build();

    handler.handle(request, httpResponder);
    Response response = httpResponder.response;

    assertThat(response.getStatus(), is(HTTP_OK));
    verify(admin).saveMappings();
  }"
"1096","149","534","538","0","/Users/macbook/Desktop/design/open/wiremock/src/test/java/com/github/tomakehurst/wiremock/stubbing/AdminRequestHandlerTest.java","81","89","-2147383721","-2147383659","0","0","void shouldClearMappingsJournalAndRequestDelayWhenResetCalled()","void shouldClearMappingsJournalAndRequestDelayWhenResetCalled(){
    Request request = aRequest().withUrl(""/reset"").withMethod(POST).build();

    handler.handle(request, httpResponder);
    Response response = httpResponder.response;

    assertThat(response.getStatus(), is(HTTP_OK));
    verify(admin).resetAll();
  }"
"1097","149","534","542","0","/Users/macbook/Desktop/design/open/wiremock/src/test/java/com/github/tomakehurst/wiremock/stubbing/AdminRequestHandlerTest.java","92","100","-2147383659","-2147383597","0","0","void shouldClearJournalWhenResetRequestsCalled()","void shouldClearJournalWhenResetRequestsCalled(){
    Request request = aRequest().withUrl(""/requests/reset"").withMethod(POST).build();

    handler.handle(request, httpResponder);
    Response response = httpResponder.response;

    assertThat(response.getStatus(), is(HTTP_OK));
    verify(admin).resetRequests();
  }"
