406,417,-2147449924,-2147449869,88,342
420,431,-2147449869,-2147449814,88,343
434,446,-2147449814,-2147449759,88,344
449,460,-2147449759,-2147449704,88,345
463,474,-2147449704,-2147449649,88,346
477,488,-2147449649,-2147449594,88,347
491,502,-2147449594,-2147449539,88,348
505,516,-2147449539,-2147449484,88,349
711,721,-2147449484,-2147449409,88,350
776,783,-2147449409,-2147449356,88,351
786,796,-2147449356,-2147449296,88,352
799,809,-2147449296,-2147449236,88,353
824,830,-2147449236,-2147449168,88,354
833,846,-2147449168,-2147449040,88,355
849,856,-2147449040,-2147448986,88,356
955,961,-2147448986,-2147448919,88,357
50,57,-2147448919,-2147448861,90,358
60,68,-2147448861,-2147448799,90,359
71,79,-2147448799,-2147448733,90,360
82,90,-2147448733,-2147448671,90,361
93,101,-2147448671,-2147448609,90,362
104,112,-2147448609,-2147448547,90,363
115,131,-2147448547,-2147448446,90,364
134,141,-2147448446,-2147448388,90,365
42,53,-2147448388,-2147448330,91,366
56,68,-2147448330,-2147448272,91,367
52,66,-2147448272,-2147448209,92,368
69,81,-2147448209,-2147448146,92,369
52,61,-2147448146,-2147448083,93,370
64,74,-2147448083,-2147448016,93,371
77,104,-2147448016,-2147447929,93,372
107,129,-2147447929,-2147447852,93,373
132,156,-2147447852,-2147447756,93,374
259,268,-2147447756,-2147447706,93,375
282,303,-2147447706,-2147447603,93,376
326,340,-2147447603,-2147447537,93,377
343,361,-2147447537,-2147447448,93,378
41,50,-2147447448,-2147447396,94,379
64,73,-2147447396,-2147447336,94,380
86,96,-2147447336,-2147447255,94,381
99,108,-2147447255,-2147447186,94,382
54,61,-2147447186,-2147447129,95,383
64,72,-2147447129,-2147447069,95,384
75,84,-2147447069,-2147446998,95,385
97,104,-2147446998,-2147446933,95,386
107,114,-2147446933,-2147446866,95,387
117,127,-2147446866,-2147446801,95,388
130,141,-2147446801,-2147446732,95,389
144,154,-2147446732,-2147446663,95,390
157,167,-2147446663,-2147446594,95,391
170,182,-2147446594,-2147446527,95,392
36,43,-2147446527,-2147446465,96,393
58,63,-2147446465,-2147446398,96,394
39,48,-2147446398,-2147446324,97,395
44,53,-2147446324,-2147446254,98,396
56,66,-2147446254,-2147446174,98,397
69,79,-2147446174,-2147446091,98,398
82,92,-2147446091,-2147446008,98,399
95,104,-2147446008,-2147445925,98,400
40,49,-2147445925,-2147445837,100,401
52,62,-2147445837,-2147445721,100,402
65,78,-2147445721,-2147445595,100,403
81,93,-2147445595,-2147445483,100,404
96,104,-2147445483,-2147445419,100,405
107,115,-2147445419,-2147445355,100,406
